"","pdb_id","dataset","model","rank","seed","recycle","training","rms_before_ref_super_rec_bb","rms_before_ref_super_rec","rms_before_ref_super_pep_bb","rms_before_ref_super_pep","rmsBB_if","rmsBB_allIF","rmsALL_if","rmsALL_allIF"
"40","1er8_EI","Non-motif","model_4","rank_4","seed_4","recycle_9",TRUE,0.58,0.92,0.78,1.05,3.611,1.799,6.66,3.675
"41","1lvm_AE","Non-motif","model_4","rank_4","seed_0","recycle_3",FALSE,1.48,1.86,1.14,2.56,12.596,6.329,13.882,6.758
"42","1lvm_AE","Non-motif","model_4","rank_2","seed_0","recycle_3",TRUE,1.48,1.85,1.1,2.48,12.508,6.293,13.781,6.729
"43","1lvm_AE","Non-motif","model_4","rank_1","seed_0","recycle_9",FALSE,0.95,1.4,1.16,2.56,12.575,6.318,13.872,6.762
"44","1lvm_AE","Non-motif","model_4","rank_3","seed_0","recycle_9",TRUE,0.93,1.38,1.15,2.51,12.545,6.295,13.849,6.75
"45","1lvm_AE","Non-motif","model_4","rank_1","seed_1","recycle_3",FALSE,0.92,1.4,1.16,2.57,12.584,6.323,13.876,6.77
"46","1lvm_AE","Non-motif","model_4","rank_4","seed_1","recycle_3",TRUE,0.84,1.34,1.13,2.59,12.521,6.285,13.752,6.696
"47","1lvm_AE","Non-motif","model_4","rank_1","seed_1","recycle_9",FALSE,1.01,1.49,1.18,2.59,12.577,6.318,13.868,6.761
"48","1lvm_AE","Non-motif","model_4","rank_1","seed_1","recycle_9",TRUE,0.84,1.33,1.15,2.56,12.498,6.279,13.769,6.703
"49","1lvm_AE","Non-motif","model_4","rank_3","seed_2","recycle_3",FALSE,0.89,1.37,1.16,2.58,12.584,6.313,13.871,6.756
"50","1lvm_AE","Non-motif","model_4","rank_3","seed_2","recycle_3",TRUE,1.51,1.8,0.88,1.88,44.718,19.725,46.104,20.368
"51","1lvm_AE","Non-motif","model_4","rank_5","seed_2","recycle_9",FALSE,0.99,1.43,1.16,2.57,12.568,6.315,13.862,6.759
"52","1lvm_AE","Non-motif","model_4","rank_6","seed_2","recycle_9",TRUE,0.99,1.45,1.32,2.94,12.473,6.383,13.74,6.921
"53","1lvm_AE","Non-motif","model_4","rank_1","seed_3","recycle_3",FALSE,0.87,1.37,1.13,2.52,12.569,6.313,13.864,6.759
"54","1lvm_AE","Non-motif","model_4","rank_1","seed_3","recycle_3",TRUE,0.95,1.44,1.1,2.5,12.55,6.301,13.864,6.763
"55","1lvm_AE","Non-motif","model_4","rank_2","seed_3","recycle_9",FALSE,0.89,1.36,1.17,2.54,12.569,6.315,13.824,6.757
"56","1lvm_AE","Non-motif","model_4","rank_1","seed_3","recycle_9",TRUE,1.02,1.44,1.14,2.55,12.508,6.284,13.773,6.721
"57","1lvm_AE","Non-motif","model_4","rank_1","seed_4","recycle_3",FALSE,0.89,1.38,1.17,2.6,12.591,6.32,13.861,6.755
"58","1lvm_AE","Non-motif","model_4","rank_8","seed_4","recycle_3",TRUE,0.91,1.4,1.18,2.61,12.615,6.341,13.902,6.761
"59","1lvm_AE","Non-motif","model_4","rank_1","seed_4","recycle_9",FALSE,1.01,1.47,1.16,2.57,12.568,6.312,13.858,6.753
"60","1lvm_AE","Non-motif","model_4","rank_1","seed_4","recycle_9",TRUE,1.58,1.93,1.14,2.54,12.523,6.285,13.803,6.722
"61","1nvr_AB","Non-motif","model_4","rank_1","seed_0","recycle_3",FALSE,0.6,1.26,0.07,0.09,30.704,14.723,31.289,13.893
"62","1nvr_AB","Non-motif","model_4","rank_1","seed_0","recycle_3",TRUE,0.58,1.25,0.06,0.07,26.204,12.828,26.572,12.045
"63","1nvr_AB","Non-motif","model_4","rank_2","seed_0","recycle_9",FALSE,0.58,1.25,0.02,0.02,46.431,21.428,46.887,20.273
"64","1nvr_AB","Non-motif","model_4","rank_2","seed_0","recycle_9",TRUE,0.58,1.24,0.05,0.06,30.459,14.333,30.465,13.384
"65","1nvr_AB","Non-motif","model_4","rank_1","seed_1","recycle_3",FALSE,0.59,1.25,0.06,0.07,29.913,14.285,30.183,13.35
"66","1nvr_AB","Non-motif","model_4","rank_1","seed_1","recycle_3",TRUE,0.56,1.24,0.74,0.91,28.89,13.987,29.268,12.985
"67","1nvr_AB","Non-motif","model_4","rank_1","seed_1","recycle_9",FALSE,0.57,1.23,0.57,0.55,35.986,16.71,36.495,15.732
"68","1nvr_AB","Non-motif","model_4","rank_7","seed_1","recycle_9",TRUE,0.58,1.24,0.07,0.08,31.24,14.787,31.647,13.847
"69","1nvr_AB","Non-motif","model_4","rank_2","seed_2","recycle_3",FALSE,0.59,1.25,0.07,0.08,28.901,13.537,29.171,12.937
"70","1nvr_AB","Non-motif","model_4","rank_1","seed_2","recycle_3",TRUE,0.61,1.26,0.06,0.07,26.531,12.669,27.13,12.002
"71","1nvr_AB","Non-motif","model_4","rank_2","seed_2","recycle_9",FALSE,0.57,1.25,0.09,0.11,33.734,15.738,34.382,14.985
"72","1nvr_AB","Non-motif","model_4","rank_1","seed_2","recycle_9",TRUE,0.59,1.26,0.05,0.06,32.196,15.352,32.828,14.534
"73","1nvr_AB","Non-motif","model_4","rank_1","seed_3","recycle_3",FALSE,0.59,1.25,0.99,1.18,33.627,15.703,33.695,14.752
"74","1nvr_AB","Non-motif","model_4","rank_1","seed_3","recycle_3",TRUE,0.62,1.25,1,1.1,29.048,13.849,28.757,12.967
"75","1nvr_AB","Non-motif","model_4","rank_1","seed_3","recycle_9",FALSE,0.58,1.24,0.57,0.55,51.291,23.89,51.658,22.208
"76","1nvr_AB","Non-motif","model_4","rank_5","seed_3","recycle_9",TRUE,0.57,1.24,0.75,0.75,32.145,14.706,32.163,14.09
"77","1nvr_AB","Non-motif","model_4","rank_1","seed_4","recycle_3",FALSE,0.6,1.26,0.06,0.07,29.542,13.805,29.941,13.301
"78","1nvr_AB","Non-motif","model_4","rank_1","seed_4","recycle_3",TRUE,0.63,1.29,0.03,0.04,26.566,12.637,26.807,12.101
"79","1nvr_AB","Non-motif","model_4","rank_5","seed_4","recycle_9",FALSE,0.59,1.25,0.75,0.75,38.727,17.982,39.219,16.924
"80","1nvr_AB","Non-motif","model_4","rank_1","seed_4","recycle_9",TRUE,0.57,1.24,0.84,0.87,36.513,16.979,36.765,15.79
"81","1nx1_AC","Non-motif","model_4","rank_1","seed_0","recycle_3",FALSE,0.91,1.43,0.98,1.11,2.305,1.356,3.183,2.104
"82","1nx1_AC","Non-motif","model_4","rank_3","seed_0","recycle_3",TRUE,0.85,1.34,0.6,0.67,1.685,0.865,2.719,1.701
"83","1nx1_AC","Non-motif","model_4","rank_2","seed_0","recycle_9",FALSE,0.97,1.46,0.98,1.12,2.348,1.379,3.237,2.165
"84","1nx1_AC","Non-motif","model_4","rank_1","seed_0","recycle_9",TRUE,0.92,1.45,0.72,0.86,2.415,1.4,3.343,2.214
"85","1nx1_AC","Non-motif","model_4","rank_2","seed_1","recycle_3",FALSE,0.88,1.39,1,1.13,2.313,1.364,3.216,2.13
"86","1nx1_AC","Non-motif","model_4","rank_2","seed_1","recycle_3",TRUE,0.88,1.41,0.77,0.9,2.33,1.361,3.2,2.108
"87","1nx1_AC","Non-motif","model_4","rank_1","seed_1","recycle_9",FALSE,0.88,1.38,0.95,1.07,2.383,1.389,3.314,2.161
"88","1nx1_AC","Non-motif","model_4","rank_1","seed_1","recycle_9",TRUE,0.88,1.4,0.82,0.95,2.427,1.415,3.413,2.223
"89","1nx1_AC","Non-motif","model_4","rank_1","seed_2","recycle_3",FALSE,0.79,1.28,0.62,0.69,1.952,0.996,2.875,1.765
"90","1nx1_AC","Non-motif","model_4","rank_2","seed_2","recycle_3",TRUE,0.84,1.34,0.57,0.66,1.89,1.098,2.667,1.781
"91","1nx1_AC","Non-motif","model_4","rank_6","seed_2","recycle_9",FALSE,0.8,1.27,0.69,0.76,1.379,0.732,2.32,1.503
"92","1nx1_AC","Non-motif","model_4","rank_1","seed_2","recycle_9",TRUE,0.94,1.44,0.73,0.85,2.293,1.371,3.32,2.197
"93","1nx1_AC","Non-motif","model_4","rank_1","seed_3","recycle_3",FALSE,0.85,1.39,1.02,1.42,2.328,1.363,3.178,2.128
"94","1nx1_AC","Non-motif","model_4","rank_8","seed_3","recycle_3",TRUE,0.9,1.4,1.08,1.43,2.148,1.275,2.916,1.971
"95","1nx1_AC","Non-motif","model_4","rank_1","seed_3","recycle_9",FALSE,0.94,1.44,0.97,1.1,2.381,1.387,3.295,2.178
"96","1nx1_AC","Non-motif","model_4","rank_8","seed_3","recycle_9",TRUE,0.88,1.42,0.92,1.07,2.363,1.407,3.339,2.191
"97","1nx1_AC","Non-motif","model_4","rank_2","seed_4","recycle_3",FALSE,0.9,1.42,1.01,1.15,2.4,1.419,3.347,2.196
"98","1nx1_AC","Non-motif","model_4","rank_2","seed_4","recycle_3",TRUE,0.84,1.35,0.53,0.64,2.095,1.227,2.903,1.901
"99","1nx1_AC","Non-motif","model_4","rank_1","seed_4","recycle_9",FALSE,0.96,1.45,1.01,1.42,2.319,1.36,3.215,2.153
"100","1nx1_AC","Non-motif","model_4","rank_9","seed_4","recycle_9",TRUE,0.91,1.42,0.92,1.04,2.354,1.372,3.31,2.158
"101","1ou8_BD","Non-motif","model_4","rank_1","seed_0","recycle_3",FALSE,0.33,0.95,0.16,0.16,20.901,9.936,20.597,9.671
"102","1ou8_BD","Non-motif","model_4","rank_2","seed_0","recycle_3",TRUE,0.37,0.98,0.61,0.59,18.431,8.869,18.152,8.746
"103","1ou8_BD","Non-motif","model_4","rank_6","seed_0","recycle_9",FALSE,0.33,0.96,0.16,0.16,19.772,9.383,19.668,9.202
"104","1ou8_BD","Non-motif","model_4","rank_2","seed_0","recycle_9",TRUE,0.36,0.98,0.14,0.14,22.193,10.369,22.319,10.228
"105","1ou8_BD","Non-motif","model_4","rank_1","seed_1","recycle_3",FALSE,0.33,0.95,0.16,0.16,21.164,10.024,20.894,9.757
"106","1ou8_BD","Non-motif","model_4","rank_2","seed_1","recycle_3",TRUE,0.35,0.96,0.1,0.31,33.721,15.428,33.844,15.3
"107","1ou8_BD","Non-motif","model_4","rank_1","seed_1","recycle_9",FALSE,0.33,0.95,0.16,0.16,19.953,9.456,19.82,9.259
"108","1ou8_BD","Non-motif","model_4","rank_1","seed_1","recycle_9",TRUE,0.34,0.96,0.91,1.72,25.832,12.2,26.273,12.217
"109","1ou8_BD","Non-motif","model_4","rank_1","seed_2","recycle_3",FALSE,0.33,0.95,0.17,0.17,19.695,9.401,19.516,9.209
"110","1ou8_BD","Non-motif","model_4","rank_1","seed_2","recycle_3",TRUE,0.35,0.96,0.17,0.17,29.507,13.996,30.062,14.077
"111","1ou8_BD","Non-motif","model_4","rank_1","seed_2","recycle_9",FALSE,0.33,0.95,0.16,0.16,18.999,9.079,18.891,8.93
"112","1ou8_BD","Non-motif","model_4","rank_1","seed_2","recycle_9",TRUE,0.36,0.97,0.12,0.67,28.929,13.532,29.618,13.638
"113","1ou8_BD","Non-motif","model_4","rank_9","seed_3","recycle_3",FALSE,0.33,0.95,0.16,0.16,20.24,9.607,19.978,9.364
"114","1ou8_BD","Non-motif","model_4","rank_1","seed_3","recycle_3",TRUE,0.35,0.96,0.28,0.28,50.485,22.498,51.247,22.727
"115","1ou8_BD","Non-motif","model_4","rank_7","seed_3","recycle_9",FALSE,0.33,0.96,0.17,0.17,18.985,9.041,18.869,8.878
"116","1ou8_BD","Non-motif","model_4","rank_1","seed_3","recycle_9",TRUE,0.33,0.95,0.84,1.04,50.079,22.372,51.225,22.742
"117","1ou8_BD","Non-motif","model_4","rank_1","seed_4","recycle_3",FALSE,0.33,0.95,0.17,0.17,20.706,9.853,20.472,9.616
"118","1ou8_BD","Non-motif","model_4","rank_2","seed_4","recycle_3",TRUE,0.36,0.97,0.14,0.14,20.185,9.515,20.179,9.356
"119","1ou8_BD","Non-motif","model_4","rank_1","seed_4","recycle_9",FALSE,0.33,0.95,0.17,0.17,19.214,9.111,19.171,8.968
"120","1ou8_BD","Non-motif","model_4","rank_1","seed_4","recycle_9",TRUE,0.36,0.98,1.02,1.8,20.686,9.708,20.891,9.627
"121","1u00_AP","Non-motif","model_4","rank_3","seed_0","recycle_3",FALSE,1.6,1.77,0.22,0.42,4.087,1.804,6.117,3.216
"122","1u00_AP","Non-motif","model_4","rank_6","seed_0","recycle_3",TRUE,1.27,1.56,0.56,1.43,10.009,4.379,10.383,4.574
"123","1u00_AP","Non-motif","model_4","rank_6","seed_0","recycle_9",FALSE,1.49,1.65,0.22,0.37,3.945,1.797,6.004,3.197
"124","1u00_AP","Non-motif","model_4","rank_7","seed_0","recycle_9",TRUE,1.56,1.78,0.53,1.31,10.027,4.386,10.443,4.594
"125","1u00_AP","Non-motif","model_4","rank_5","seed_1","recycle_3",FALSE,2.86,2.67,0.46,1.33,10.067,4.416,10.47,4.622
"126","1u00_AP","Non-motif","model_4","rank_7","seed_1","recycle_3",TRUE,1.5,1.7,0.58,1.34,9.989,4.37,10.371,4.597
"127","1u00_AP","Non-motif","model_4","rank_9","seed_1","recycle_9",FALSE,1.6,1.76,0.46,1.36,10.05,4.436,10.441,4.636
"128","1u00_AP","Non-motif","model_4","rank_6","seed_1","recycle_9",TRUE,1.53,1.75,0.53,1.39,10.175,4.437,10.571,4.646
"129","1u00_AP","Non-motif","model_4","rank_9","seed_2","recycle_3",FALSE,1.69,1.85,0.44,1.35,10.016,4.358,10.409,4.578
"130","1u00_AP","Non-motif","model_4","rank_1","seed_2","recycle_3",TRUE,1.66,1.87,0.65,1.33,9.976,4.323,10.383,4.526
"131","1u00_AP","Non-motif","model_4","rank_1","seed_2","recycle_9",FALSE,1.61,1.75,0.46,1.35,10.052,4.445,10.457,4.652
"132","1u00_AP","Non-motif","model_4","rank_8","seed_2","recycle_9",TRUE,1.39,1.6,0.49,1.33,9.994,4.411,10.399,4.624
"133","1u00_AP","Non-motif","model_4","rank_6","seed_3","recycle_3",FALSE,1.54,1.75,0.46,1.33,10.04,4.424,10.45,4.63
"134","1u00_AP","Non-motif","model_4","rank_1","seed_3","recycle_3",TRUE,1.47,1.69,0.26,0.41,4.026,1.82,6.042,3.199
"135","1u00_AP","Non-motif","model_4","rank_1","seed_3","recycle_9",FALSE,1.37,1.58,0.46,1.35,9.967,4.423,10.375,4.632
"136","1u00_AP","Non-motif","model_4","rank_5","seed_3","recycle_9",TRUE,1.5,1.68,0.27,0.4,3.936,1.794,6.003,3.194
"137","1u00_AP","Non-motif","model_4","rank_8","seed_4","recycle_3",FALSE,2.89,2.71,0.47,1.35,10.055,4.395,10.444,4.606
"138","1u00_AP","Non-motif","model_4","rank_3","seed_4","recycle_3",TRUE,1.52,1.75,0.36,0.47,4.217,1.862,6.188,3.244
"139","1u00_AP","Non-motif","model_4","rank_8","seed_4","recycle_9",FALSE,1.63,1.78,0.47,1.36,9.999,4.418,10.397,4.622
"140","1u00_AP","Non-motif","model_4","rank_3","seed_4","recycle_9",TRUE,1.52,1.69,0.23,0.42,3.904,1.781,6.001,3.189
"141","2b9h_AC","Non-motif","model_4","rank_2","seed_0","recycle_3",FALSE,1.2,1.5,1.57,3.35,2.378,1.379,4.884,2.806
"142","2b9h_AC","Non-motif","model_4","rank_1","seed_0","recycle_3",TRUE,1.19,1.48,0.81,1.72,2.666,1.332,4.794,2.741
"143","2b9h_AC","Non-motif","model_4","rank_2","seed_0","recycle_9",FALSE,1.21,1.52,1.62,3.23,2.457,1.446,5.118,2.936
"144","2b9h_AC","Non-motif","model_4","rank_1","seed_0","recycle_9",TRUE,1.2,1.51,0.58,1.69,2.392,1.331,4.717,2.74
"145","2b9h_AC","Non-motif","model_4","rank_6","seed_1","recycle_3",FALSE,1.24,1.55,1.51,3.28,2.389,1.407,4.894,2.823
"146","2b9h_AC","Non-motif","model_4","rank_1","seed_1","recycle_3",TRUE,1.18,1.49,1.43,1.77,7.063,2.991,8.302,3.913
"147","2b9h_AC","Non-motif","model_4","rank_1","seed_1","recycle_9",FALSE,1.19,1.54,1.66,3.35,2.554,1.553,5.216,2.975
"148","2b9h_AC","Non-motif","model_4","rank_1","seed_1","recycle_9",TRUE,1.18,1.48,0.85,1.28,7.141,3.143,8.383,4.06
"149","2b9h_AC","Non-motif","model_4","rank_1","seed_2","recycle_3",FALSE,1.18,1.52,0.55,1.62,2.538,1.452,4.921,2.833
"150","2b9h_AC","Non-motif","model_4","rank_1","seed_2","recycle_3",TRUE,1.22,1.52,0.75,1.76,2.552,1.335,4.746,2.671
"151","2b9h_AC","Non-motif","model_4","rank_1","seed_2","recycle_9",FALSE,1.18,1.57,1.56,3.36,2.596,1.519,5.018,2.895
"152","2b9h_AC","Non-motif","model_4","rank_1","seed_2","recycle_9",TRUE,1.18,1.5,0.7,1.93,2.509,1.408,4.868,2.739
"153","2b9h_AC","Non-motif","model_4","rank_8","seed_3","recycle_3",FALSE,1.17,1.54,0.76,1.77,2.546,1.391,4.811,2.749
"154","2b9h_AC","Non-motif","model_4","rank_4","seed_3","recycle_3",TRUE,1.24,1.57,0.88,2.01,2.643,1.43,4.883,2.73
"155","2b9h_AC","Non-motif","model_4","rank_1","seed_3","recycle_9",FALSE,1.17,1.54,1.52,3.36,2.524,1.494,5.041,2.908
"156","2b9h_AC","Non-motif","model_4","rank_1","seed_3","recycle_9",TRUE,1.21,1.57,0.87,1.98,2.432,1.284,4.677,2.695
"157","2b9h_AC","Non-motif","model_4","rank_1","seed_4","recycle_3",FALSE,1.19,1.5,1.59,3.31,2.407,1.405,4.892,2.817
"158","2b9h_AC","Non-motif","model_4","rank_1","seed_4","recycle_3",TRUE,1.2,1.5,0.76,1.79,2.545,1.289,4.598,2.693
"159","2b9h_AC","Non-motif","model_4","rank_9","seed_4","recycle_9",FALSE,1.14,1.49,1.61,3.24,2.459,1.464,5.029,2.889
"160","2b9h_AC","Non-motif","model_4","rank_9","seed_4","recycle_9",TRUE,1.24,1.58,0.5,1.57,2.37,1.33,4.679,2.728
"161","2c3i_BA","Non-motif","model_4","rank_1","seed_0","recycle_3",FALSE,0.94,1.41,1.02,2.02,2.459,1.148,4.047,2.329
"162","2c3i_BA","Non-motif","model_4","rank_1","seed_0","recycle_3",TRUE,1.02,1.58,1.3,1.86,12.31,5.057,11.52,5.205
"163","2c3i_BA","Non-motif","model_4","rank_1","seed_0","recycle_9",FALSE,0.8,1.32,0.89,1.19,1.082,0.552,2.97,1.705
"164","2c3i_BA","Non-motif","model_4","rank_7","seed_0","recycle_9",TRUE,0.92,1.28,1.04,1.92,1.32,0.673,3.108,1.922
"165","2c3i_BA","Non-motif","model_4","rank_1","seed_1","recycle_3",FALSE,0.96,1.4,0.81,2.02,21.76,8.866,20.93,9.038
"166","2c3i_BA","Non-motif","model_4","rank_1","seed_1","recycle_3",TRUE,0.89,1.44,1.39,1.5,3.198,1.418,4.419,2.469
"167","2c3i_BA","Non-motif","model_4","rank_1","seed_1","recycle_9",FALSE,0.99,1.4,1.46,2.31,7.374,3.066,8.645,4.213
"168","2c3i_BA","Non-motif","model_4","rank_1","seed_1","recycle_9",TRUE,1.3,1.66,0.98,1.87,1.227,0.622,3.209,1.961
"169","2c3i_BA","Non-motif","model_4","rank_1","seed_2","recycle_3",FALSE,0.95,1.5,1.04,1.93,1.435,0.705,3.317,1.991
"170","2c3i_BA","Non-motif","model_4","rank_9","seed_2","recycle_3",TRUE,0.78,1.39,0.99,1.95,1.852,0.878,3.484,2.078
"171","2c3i_BA","Non-motif","model_4","rank_1","seed_2","recycle_9",FALSE,1.09,1.51,0.89,1.18,1.078,0.55,2.952,1.691
"172","2c3i_BA","Non-motif","model_4","rank_1","seed_2","recycle_9",TRUE,0.91,1.41,0.96,1.87,1.32,0.677,3.166,1.935
"173","2c3i_BA","Non-motif","model_4","rank_1","seed_3","recycle_3",FALSE,0.9,1.41,1.12,1.36,26.019,10.784,25.195,11.003
"174","2c3i_BA","Non-motif","model_4","rank_2","seed_3","recycle_3",TRUE,0.91,1.42,1.28,1.54,4.099,1.852,5.041,2.693
"175","2c3i_BA","Non-motif","model_4","rank_1","seed_3","recycle_9",FALSE,0.9,1.25,1.1,1.7,24.74,10.093,23.279,10.037
"176","2c3i_BA","Non-motif","model_4","rank_1","seed_3","recycle_9",TRUE,0.92,1.41,0.95,1.85,1.196,0.606,3.039,1.891
"177","2c3i_BA","Non-motif","model_4","rank_1","seed_4","recycle_3",FALSE,0.96,1.43,1.13,2.02,16.903,6.92,16.177,7.184
"178","2c3i_BA","Non-motif","model_4","rank_1","seed_4","recycle_3",TRUE,0.96,1.42,1.31,1.45,2.849,1.287,4.095,2.354
"179","2c3i_BA","Non-motif","model_4","rank_1","seed_4","recycle_9",FALSE,0.97,1.31,0.92,1.84,1.07,0.555,2.972,1.869
"180","2c3i_BA","Non-motif","model_4","rank_1","seed_4","recycle_9",TRUE,0.98,1.3,0.96,1.91,1.304,0.657,3.147,1.948
"181","2ds8_BP","Non-motif","model_4","rank_1","seed_0","recycle_3",FALSE,0.61,1.03,0.49,0.78,1.088,0.529,1.741,1.176
"182","2ds8_BP","Non-motif","model_4","rank_1","seed_0","recycle_3",TRUE,0.6,1.01,0.32,0.93,1.123,0.552,2.918,1.769
"183","2ds8_BP","Non-motif","model_4","rank_8","seed_0","recycle_9",FALSE,0.59,1.02,0.67,0.85,0.996,0.543,1.634,1.121
"184","2ds8_BP","Non-motif","model_4","rank_1","seed_0","recycle_9",TRUE,0.61,1.01,0.58,0.52,1.095,0.571,1.797,1.178
"185","2ds8_BP","Non-motif","model_4","rank_1","seed_1","recycle_3",FALSE,0.58,0.99,0.66,0.79,1.061,0.547,1.691,1.096
"186","2ds8_BP","Non-motif","model_4","rank_1","seed_1","recycle_3",TRUE,0.63,1.03,0.17,0.21,11.966,5.149,12.85,6.725
